"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2021-6-15","247.22","251.67","253.28","241.94","18.45M","-1.54%"
"2021-6-11","251.10","246.11","254.36","238.92","35.63M","3.99%"
"2021-6-10","241.46","227.83","247.03","227.83","34.83M","6.17%"
"2021-6-9","227.43","227.22","231.11","223.89","16.84M","-0.05%"
"2021-6-8","227.55","224.44","236.03","224.44","29.94M","0.51%"
"2021-6-7","226.39","235.47","235.55","222.22","38.75M","-5.72%"
"2021-6-4","240.12","232.78","244.17","230.64","32.42M","4.20%"
"2021-6-3","230.43","236.67","237.93","227.78","22.28M","-2.29%"
"2021-6-2","235.83","238.39","240.94","232.93","20.83M","-0.20%"
"2021-6-1","236.30","233.33","239.44","231.40","28.58M","-2.02%"
"2021-5-31","241.17","231.11","241.98","230.00","36.01M","5.98%"
"2021-5-28","227.56","216.67","234.17","216.67","49.89M","6.67%"
"2021-5-27","213.33","215.28","216.67","212.14","14.33M","-0.37%"
"2021-5-26","214.12","219.44","222.21","213.70","22.86M","-2.56%"
"2021-5-25","219.74","216.36","220.00","214.28","26.92M","1.95%"
"2021-5-24","215.53","211.11","215.86","208.99","30.53M","3.30%"
"2021-5-21","208.65","212.65","215.16","204.98","25.30M","-0.57%"
"2021-5-20","209.86","209.89","213.27","205.61","23.12M","0.72%"
"2021-5-19","208.36","203.61","211.11","201.67","21.14M","1.61%"
"2021-5-18","205.06","206.67","210.67","203.59","16.13M","-1.09%"
"2021-5-17","207.32","200.00","208.82","199.99","34.80M","3.95%"
"2021-5-14","199.44","196.40","200.28","190.65","31.78M","2.25%"
"2021-5-13","195.06","196.83","199.32","194.28","20.43M","-2.88%"
"2021-5-12","200.83","203.89","205.04","197.55","24.05M","-1.39%"
"2021-5-11","203.67","201.11","205.50","196.11","20.54M","-0.44%"
"2021-5-10","204.56","202.67","207.77","200.00","22.42M","0.25%"
"2021-5-7","204.04","213.33","215.31","203.41","27.25M","-4.35%"
"2021-5-6","213.33","216.67","216.67","204.72","34.14M","-1.07%"
"2021-4-30","215.65","207.22","217.78","204.40","46.56M","2.15%"
"2021-4-29","211.11","206.01","212.17","204.37","32.56M","3.53%"
"2021-4-28","203.91","196.12","208.33","195.56","42.54M","5.29%"
"2021-4-27","193.67","194.44","194.89","189.03","27.33M","-0.11%"
"2021-4-26","193.89","207.56","211.11","192.89","46.12M","-6.06%"
"2021-4-23","206.39","201.31","207.22","200.01","20.77M","2.52%"
"2021-4-22","201.31","203.33","203.67","196.46","19.42M","1.88%"
"2021-4-21","197.61","195.09","198.83","193.22","22.32M","-0.92%"
"2021-4-20","199.44","198.88","204.88","196.39","25.71M","-1.37%"
"2021-4-19","202.22","186.11","202.50","184.08","36.99M","9.03%"
"2021-4-16","185.47","188.89","189.11","180.33","20.77M","-0.94%"
"2021-4-15","187.22","188.87","189.72","185.09","22.45M","-2.60%"
"2021-4-14","192.22","184.03","193.05","182.60","33.31M","6.54%"
"2021-4-13","180.42","174.06","185.00","173.94","25.24M","3.10%"
"2021-4-12","175.01","176.81","180.58","173.94","25.31M","0.96%"
"2021-4-9","173.33","180.01","180.01","172.22","16.78M","-2.45%"
"2021-4-8","177.69","174.44","178.70","172.78","14.17M","-0.05%"
"2021-4-7","177.78","184.95","184.95","173.42","24.11M","-1.78%"
"2021-4-6","181.00","186.11","187.78","177.27","18.83M","-1.99%"
"2021-4-2","184.67","184.97","186.77","181.60","16.67M","0.73%"
"2021-4-1","183.33","179.89","186.38","179.61","20.40M","2.43%"
"2021-3-31","178.98","177.16","181.20","173.89","28.90M","1.00%"
"2021-3-30","177.21","173.12","178.32","171.11","22.75M","-43.13%"
"2021-3-29","311.60","313.50","319.77","305.01","15.56M","-0.64%"
"2021-3-26","313.62","295.00","314.05","293.00","23.71M","7.57%"
"2021-3-25","291.55","280.51","293.35","280.05","18.44M","0.96%"
"2021-3-24","288.79","305.00","305.10","285.00","25.21M","-4.98%"
"2021-3-23","303.91","305.00","310.64","300.12","15.12M","-1.26%"
"2021-3-22","307.80","319.00","321.00","298.89","23.17M","-2.75%"
"2021-3-19","316.50","325.00","332.99","311.00","18.97M","-5.75%"
"2021-3-18","335.80","334.00","343.11","333.51","11.37M","0.84%"
"2021-3-17","333.00","317.88","336.20","313.10","14.67M","3.10%"
"2021-3-16","323.00","317.00","324.99","313.50","13.71M","3.43%"
"2021-3-15","312.30","340.00","340.00","307.00","23.04M","-8.54%"
"2021-3-12","341.46","336.91","345.00","331.30","18.95M","3.07%"
"2021-3-11","331.28","316.00","333.48","311.30","20.96M","5.34%"
"2021-3-10","314.50","316.00","322.28","313.00","23.76M","4.83%"
"2021-3-9","300.00","300.00","310.50","289.00","27.36M","-1.64%"
"2021-3-8","305.00","323.00","334.72","300.88","21.30M","-4.69%"
"2021-3-5","320.00","313.01","326.88","308.33","17.31M","-1.71%"
"2021-3-4","325.57","345.00","345.00","322.91","18.10M","-6.88%"
"2021-3-3","349.63","346.05","349.63","340.36","10.46M","0.01%"
"2021-3-2","349.60","353.00","353.20","341.06","15.28M","1.45%"
"2021-3-1","344.60","331.51","345.62","328.28","20.54M","6.94%"
"2021-2-26","322.23","323.00","333.00","317.79","22.95M","-4.41%"
"2021-2-25","337.10","353.85","353.85","335.00","24.58M","-2.85%"
"2021-2-24","347.00","375.00","378.00","339.40","30.27M","-7.85%"
"2021-2-23","376.54","370.00","376.54","360.88","13.60M","0.41%"
"2021-2-22","375.00","387.50","395.80","374.90","16.72M","-3.23%"
"2021-2-19","387.50","390.00","396.00","374.20","18.69M","-2.39%"
"2021-2-18","397.00","422.00","422.00","386.88","23.82M","-3.79%"
"2021-2-10","412.66","413.99","416.60","406.00","16.28M","0.60%"
"2021-2-9","410.20","411.20","415.00","400.80","16.20M","1.53%"
"2021-2-8","404.00","375.00","404.80","373.01","24.40M","8.18%"
"2021-2-5","373.45","395.00","396.99","372.85","18.41M","-3.87%"
"2021-2-4","388.50","384.91","393.80","379.50","21.63M","1.97%"
"2021-2-3","380.98","379.00","387.56","375.05","21.11M","3.58%"
"2021-2-2","367.80","352.01","369.99","337.37","25.09M","4.99%"
"2021-2-1","350.33","353.00","356.90","346.20","17.53M","-1.07%"
"2021-1-29","354.11","376.01","377.00","342.56","27.60M","-4.27%"
"2021-1-28","369.90","380.00","383.01","368.00","18.18M","-5.28%"
"2021-1-27","390.52","392.00","393.20","372.00","14.84M","1.30%"
"2021-1-26","385.50","396.81","396.81","383.76","15.10M","-2.88%"
"2021-1-25","396.95","406.30","418.34","392.34","21.74M","-2.71%"
"2021-1-22","408.00","391.50","410.28","391.50","19.04M","4.27%"
"2021-1-21","391.30","387.00","399.00","380.00","17.48M","-0.03%"
"2021-1-20","391.40","373.80","393.38","370.91","21.34M","6.91%"
"2021-1-19","366.11","384.00","386.00","364.55","16.29M","-4.63%"
"2021-1-18","383.90","376.74","391.80","375.77","14.20M","0.88%"
"2021-1-15","380.55","367.99","383.98","365.00","19.82M","3.13%"
"2021-1-14","369.01","375.20","384.00","368.02","19.61M","-4.15%"
"2021-1-13","385.00","400.00","410.50","372.98","27.26M","-4.03%"
"2021-1-12","401.17","385.50","404.40","380.00","16.56M","2.86%"
"2021-1-11","390.00","409.88","409.88","386.00","23.01M","-3.58%"
"2021-1-8","404.50","419.00","424.99","397.40","21.01M","-2.11%"
"2021-1-7","413.23","400.99","415.00","396.88","17.39M","1.59%"
"2021-1-6","406.77","408.00","416.00","391.01","18.67M","1.19%"
"2021-1-5","402.00","395.00","403.80","386.01","22.75M","-0.52%"
"2021-1-4","404.10","358.10","411.11","358.10","22.48M","15.09%"
